id_partida,id_partida_fonte,temporada,data_partida,ano_calendario,mes,dia_semana,hora,home_team,away_team,stadium,ref,public,publico,game_date,home_team_score,away_team_score,resultado,resultado_codigo,link,gols_eventos_mandante,amarelos_mandante,vermelhos_diretos_mandante,segundos_amarelos_mandante,expulsoes_mandante,penaltis_convertidos_mandante,gols_contra_mandante,gols_eventos_visitante,amarelos_visitante,vermelhos_diretos_visitante,segundos_amarelos_visitante,expulsoes_visitante,penaltis_convertidos_visitante,gols_contra_visitante,total_gols,saldo_gols_mandante,total_amarelos,total_expulsoes,teve_expulsao,teve_penalti_convertido,teve_gol_contra,pontos_media_ultimos_5_mandante,vitorias_ultimos_5_mandante,empates_ultimos_5_mandante,derrotas_ultimos_5_mandante,gols_marcados_media_ultimos_5_mandante,gols_sofridos_media_ultimos_5_mandante,saldo_gols_media_ultimos_5_mandante,amarelos_media_ultimos_5_mandante,expulsoes_media_ultimos_5_mandante,aproveitamento_ultimos_5_mandante,jogos_anteriores_mandante,aproveitamento_mandante_em_casa,pontos_media_ultimos_5_visitante,vitorias_ultimos_5_visitante,empates_ultimos_5_visitante,derrotas_ultimos_5_visitante,gols_marcados_media_ultimos_5_visitante,gols_sofridos_media_ultimos_5_visitante,saldo_gols_media_ultimos_5_visitante,amarelos_media_ultimos_5_visitante,expulsoes_media_ultimos_5_visitante,aproveitamento_ultimos_5_visitante,jogos_anteriores_visitante,aproveitamento_visitante_fora,utilizavel_ml
1335,coh2lcvntai9mlt57vz4z36dw,2023,2023-08-20 16:00:00,2023,8,domingo,16,Santos FC Sao Paulo,Grêmio FB Porto Alegrense,Vila Belmiro,Paulo Cesar Zanovelli da Silva,12.933,12933,20 de agosto de 2023 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/coh2lcvntai9mlt57vz4z36dw,2,7,0,0,0,0,0,1,5,1,1,2,0,0,3,1,12,2,1,0,0,0.4,0.0,2.0,3.0,0.8,2.4,-1.6,3.6,0.0,0.13333333333333333,133,0.3333333333333333,1.4,2.0,1.0,2.0,0.8,1.0,-0.2,2.2,0.0,0.4666666666666667,18,0.4666666666666666,1
1336,cpiarliagagbyoyjzycjipbtg,2023,2023-08-20 16:00:00,2023,8,domingo,16,Coritiba FBC,CR Flamengo,Couto Pereira,Raphael Claus,29.527,29527,20 de agosto de 2023 16:00,2,3,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cpiarliagagbyoyjzycjipbtg,2,3,0,0,0,1,0,3,3,0,0,0,1,0,5,-1,6,0,0,1,0,0.8,1.0,1.0,3.0,0.8,1.6,-0.8,2.8,0.2,0.26666666666666666,57,0.4666666666666666,1.2,1.0,3.0,1.0,0.8,1.2,-0.4,3.0,0.2,0.4,133,0.5333333333333333,1
1337,cprqbw1hg3bytq2x1hg2krmdw,2023,2023-08-20 16:00:00,2023,8,domingo,16,EC Bahia,Red Bull Bragantino,Arena Fonte Nova,Arthur Gomes Rabelo,37.667,37667,20 de agosto de 2023 16:00,4,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cprqbw1hg3bytq2x1hg2krmdw,4,2,0,0,0,0,0,0,5,0,0,0,0,0,4,4,7,0,0,0,0,1.0,1.0,2.0,2.0,0.6,0.8,-0.2,2.6,0.2,0.3333333333333333,19,0.5333333333333333,1.6,2.0,2.0,1.0,1.0,0.6,0.4,3.0,0.0,0.5333333333333333,133,0.6666666666666666,1
1338,coqkgq7lk5ydrxle8klqvzjtg,2023,2023-08-21 20:00:00,2023,8,segunda-feira,20,Goiás EC,Club Athletico Paranaense,Estádio Hailé Pinheiro (Serrinha),Marcelo de Lima Henrique,8.325,8325,21 de agosto de 2023 20:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/coqkgq7lk5ydrxle8klqvzjtg,1,3,0,0,0,0,0,1,4,0,0,0,0,0,2,0,7,0,0,0,0,2.2,3.0,2.0,0.0,0.8,0.2,0.6,3.4,0.0,0.7333333333333333,57,0.39999999999999997,2.2,3.0,2.0,0.0,2.0,0.8,1.2,3.0,0.2,0.7333333333333333,133,0.3333333333333333,1
1339,cqai67j9o0dii87cu60zo3vh0,2023,2023-08-26 18:30:00,2023,8,sábado,18,CR Flamengo,SC Internacional,Estádio Jornalista Mário Filho (Maracanã),Edina Alves Batista,58.892,58892,26 de agosto de 2023 18:30,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cqai67j9o0dii87cu60zo3vh0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,1.6,2.0,2.0,1.0,1.4,1.6,-0.2,2.4,0.0,0.5333333333333333,134,0.6,0.4,0.0,2.0,3.0,0.8,1.6,-0.8,3.6,0.4,0.13333333333333333,134,0.4666666666666666,1
1340,cr4ah310zahqjdrwqz9vqczro,2023,2023-08-26 21:00:00,2023,8,sábado,21,SC Corinthians Paulista,Goiás EC,Neo Química Arena,Paulo Cesar Zanovelli da Silva,37.081,37081,26 de agosto de 2023 21:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cr4ah310zahqjdrwqz9vqczro,1,3,0,0,0,0,0,1,1,0,0,0,1,0,2,0,4,0,0,1,0,1.8,2.0,3.0,0.0,1.8,1.0,0.8,2.4,0.0,0.6,133,0.6666666666666666,2.2,3.0,2.0,0.0,1.0,0.4,0.6,3.0,0.0,0.7333333333333333,58,0.6,1
1341,crdirktn4598o5ku8jx248npw,2023,2023-08-27 11:00:00,2023,8,domingo,11,Red Bull Bragantino,Cuiabá EC,Nabizão,Bruno Mota Correia,3.632,3632,27 de agosto de 2023 11:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/crdirktn4598o5ku8jx248npw,2,4,0,0,0,0,0,0,4,0,0,0,0,0,2,2,8,0,0,0,0,1.6,2.0,2.0,1.0,1.0,1.0,0.0,3.8,0.0,0.5333333333333333,134,0.6,1.8,3.0,0.0,2.0,1.4,1.2,0.2,2.4,0.0,0.6,96,0.4666666666666666,1
1342,cqli4c6390nhaa0p0uiibdmhg,2023,2023-08-27 16:00:00,2023,8,domingo,16,Botafogo FR,EC Bahia,Estádio Nilton Santos,Flavio Rodrigues De Souza,39.610,39610,27 de agosto de 2023 16:00,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cqli4c6390nhaa0p0uiibdmhg,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,0,0,0,0,1.8,2.0,3.0,0.0,1.8,0.8,1.0,2.2,0.0,0.6,58,1.0,1.6,2.0,2.0,1.0,1.4,0.4,1.0,2.8,0.2,0.5333333333333333,20,0.13333333333333333,1
1343,crmq1epr31q07rel1ya8sky6s,2023,2023-08-27 16:00:00,2023,8,domingo,16,Clube Atlético Mineiro,Santos FC Sao Paulo,Arena MRV,Rafael Rodrigo Klein,29.782,29782,27 de agosto de 2023 16:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/crmq1epr31q07rel1ya8sky6s,2,5,0,0,0,0,0,0,2,0,0,0,0,0,2,2,7,0,0,0,0,1.2,2.0,0.0,3.0,0.8,0.8,0.0,3.4,0.0,0.4,134,0.3333333333333333,1.0,1.0,2.0,2.0,1.0,1.8,-0.8,4.0,0.0,0.3333333333333333,134,0.06666666666666667,1
1344,csnq94usiwy6aoegdj0y0h72s,2023,2023-08-27 16:00:00,2023,8,domingo,16,América FC (Minas Gerais),São Paulo FC,Estádio Raimundo Sampaio,Rodrigo José Pereira de Lima,5.105,5105,27 de agosto de 2023 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/csnq94usiwy6aoegdj0y0h72s,2,5,2,0,2,0,0,1,1,1,0,1,0,0,3,1,6,3,1,0,0,0.2,0.0,1.0,4.0,0.8,2.4,-1.6,2.2,0.4,0.06666666666666667,95,0.26666666666666666,0.6,0.0,3.0,2.0,0.4,1.0,-0.6,4.4,0.2,0.2,134,0.13333333333333333,1
1345,cquxzqrpt2759a3tz9jl1r1n8,2023,2023-08-27 18:30:00,2023,8,domingo,18,SE Palmeiras,CR Vasco da Gama,Allianz Parque,Wilton Pereira Sampaio,40.292,40292,27 de agosto de 2023 18:30,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cquxzqrpt2759a3tz9jl1r1n8,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,5,0,0,0,0,2.4,4.0,0.0,1.0,2.2,0.8,1.4,2.8,0.0,0.8,134,0.6666666666666666,1.4,2.0,1.0,2.0,0.8,1.2,-0.4,3.0,0.2,0.4666666666666667,19,0.06666666666666667,1
1346,cs58sglcinnu1wmivq3450j6c,2023,2023-08-27 18:30:00,2023,8,domingo,18,Club Athletico Paranaense,Fluminense FC,Arena da Baixada,Raphael Claus,22.377,22377,27 de agosto de 2023 18:30,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cs58sglcinnu1wmivq3450j6c,2,3,1,0,1,0,0,2,3,0,0,0,0,0,4,0,6,1,1,0,0,1.8,2.0,3.0,0.0,1.8,1.0,0.8,3.4,0.2,0.6,134,0.7333333333333334,1.8,3.0,0.0,2.0,1.4,1.2,0.2,3.6,0.2,0.6,134,0.06666666666666667,1
1347,csekmps0716l3a0ybkiuz3eac,2023,2023-08-27 18:30:00,2023,8,domingo,18,Fortaleza EC,Coritiba FBC,PV,Matheus Delgado Candançan,12.467,12467,27 de agosto de 2023 18:30,3,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/csekmps0716l3a0ybkiuz3eac,3,3,0,0,0,1,0,1,6,0,0,0,0,0,4,2,9,0,0,1,0,1.2,2.0,0.0,3.0,1.2,1.4,-0.2,3.8,0.0,0.4,134,0.6,0.6,1.0,0.0,4.0,1.2,2.2,-1.0,2.6,0.2,0.2,58,0.26666666666666666,1
1348,crvymwqjauas58g7jdottsduc,2023,2023-08-27 19:00:00,2023,8,domingo,19,Grêmio FB Porto Alegrense,Cruzeiro EC,Arena do Grêmio,Marcelo de Lima Henrique,23.009,23009,27 de agosto de 2023 19:00,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/crvymwqjauas58g7jdottsduc,3,4,0,0,0,0,0,0,3,0,0,0,0,0,3,3,7,0,0,0,0,1.4,2.0,1.0,2.0,1.0,1.0,0.0,2.8,0.4,0.4666666666666667,19,0.7999999999999999,0.6,0.0,3.0,2.0,0.8,1.2,-0.4,3.2,0.2,0.2,20,0.39999999999999997,1
1349,ctxvyzlcyrcqzomsef6s292c4,2023,2023-09-02 16:00:00,2023,9,sábado,16,Goiás EC,SC Internacional,Estádio Hailé Pinheiro (Serrinha),Braulio da Silva Machado,11.038,11038,2 de setembro de 2023 16:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/ctxvyzlcyrcqzomsef6s292c4,0,2,1,1,2,0,0,0,3,1,0,1,0,0,0,0,5,3,1,0,0,1.8,2.0,3.0,0.0,1.0,0.6,0.4,2.0,0.0,0.6,59,0.39999999999999997,0.4,0.0,2.0,3.0,0.8,1.6,-0.8,4.0,0.4,0.13333333333333333,135,0.3333333333333333,1
1350,cupfuz349j3r60m81xocte6ms,2023,2023-09-02 16:00:00,2023,9,sábado,16,Club Athletico Paranaense,Clube Atlético Mineiro,Arena da Baixada,Flavio Rodrigues De Souza,17.125,17125,2 de setembro de 2023 16:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cupfuz349j3r60m81xocte6ms,1,2,0,1,1,0,0,1,3,0,0,0,0,0,2,0,5,1,1,0,0,1.4,1.0,4.0,0.0,1.8,1.4,0.4,3.2,0.2,0.4666666666666667,135,0.6,1.8,3.0,0.0,2.0,1.2,0.6,0.6,3.6,0.0,0.6,135,0.26666666666666666,1
1351,ct6a7e71lmx9x817tgwdeos2c,2023,2023-09-02 21:00:00,2023,9,sábado,21,Botafogo FR,CR Flamengo,Estádio Nilton Santos,Raphael Claus,40.769,40769,2 de setembro de 2023 21:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/ct6a7e71lmx9x817tgwdeos2c,1,3,1,0,1,0,0,2,3,0,0,0,0,1,3,-1,6,1,1,0,1,2.2,3.0,2.0,0.0,2.0,0.4,1.6,2.0,0.0,0.7333333333333333,59,1.0,1.6,2.0,2.0,1.0,1.2,1.4,-0.2,2.4,0.0,0.5333333333333333,135,0.5333333333333333,1
1352,cug889bv8zo0t8aguxxmyffh0,2023,2023-09-03 11:00:00,2023,9,domingo,11,Grêmio FB Porto Alegrense,Cuiabá EC,Arena do Grêmio,Yuri Elino Ferreira da Cruz,37.304,37304,3 de setembro de 2023 11:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cug889bv8zo0t8aguxxmyffh0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,2,3,0,0,0,1,1.4,2.0,1.0,2.0,1.4,1.0,0.4,3.0,0.4,0.4666666666666667,20,0.7999999999999999,1.2,2.0,0.0,3.0,1.0,1.4,-0.4,2.8,0.0,0.4,97,0.39999999999999997,1
1353,cswvu9f21998pl033fco5yrro,2023,2023-09-03 16:00:00,2023,9,domingo,16,Fluminense FC,Fortaleza EC,Estádio Municipal General Raulino de Oliveira,André Luiz Skettino Policarpo Bento,10.035,10035,3 de setembro de 2023 16:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cswvu9f21998pl033fco5yrro,1,5,0,0,0,0,0,0,3,0,0,0,0,0,1,1,8,0,0,0,0,2.0,3.0,1.0,1.0,1.8,1.2,0.6,4.0,0.2,0.6666666666666666,135,0.8666666666666667,1.8,3.0,0.0,2.0,1.6,1.0,0.6,3.0,0.0,0.6,135,0.39999999999999997,1
1354,ctom1sl6e894lu7hlmhfjymms,2023,2023-09-03 16:00:00,2023,9,domingo,16,SC Corinthians Paulista,SE Palmeiras,Neo Química Arena,Anderson Daronco,43.997,43997,3 de setembro de 2023 16:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/ctom1sl6e894lu7hlmhfjymms,0,1,1,0,1,0,0,0,3,0,1,1,0,0,0,0,4,2,1,0,0,1.8,2.0,3.0,0.0,2.0,1.2,0.8,2.6,0.0,0.6,134,0.5333333333333333,2.4,4.0,0.0,1.0,1.8,0.6,1.2,2.6,0.0,0.8,135,0.5333333333333333,1
1355,cu73g69yki65mawod899cb3f8,2023,2023-09-03 18:30:00,2023,9,domingo,18,Cruzeiro EC,Red Bull Bragantino,Mineirão,Wagner do Nascimento Magalhaes,29.417,29417,3 de setembro de 2023 18:30,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cu73g69yki65mawod899cb3f8,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0.6,0.0,3.0,2.0,0.8,1.6,-0.8,3.0,0.2,0.2,21,0.39999999999999997,2.0,3.0,1.0,1.0,1.4,1.0,0.4,4.0,0.0,0.6666666666666666,135,0.6,1
1356,cv080cew2q732uuy61odbxedw,2023,2023-09-03 18:30:00,2023,9,domingo,18,EC Bahia,CR Vasco da Gama,Arena Fonte Nova,Ramon Abatti,45.789,45789,3 de setembro de 2023 18:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cv080cew2q732uuy61odbxedw,1,2,0,0,0,0,0,1,3,1,0,1,1,0,2,0,5,1,1,1,0,1.4,2.0,1.0,2.0,1.4,1.0,0.4,2.8,0.2,0.4666666666666667,21,0.6666666666666666,1.4,2.0,1.0,2.0,0.8,1.0,-0.2,3.2,0.2,0.4666666666666667,20,0.06666666666666667,1
1357,cv9d05ww3kmygv9m6m7vf96vo,2023,2023-09-03 18:30:00,2023,9,domingo,18,América FC (Minas Gerais),Santos FC Sao Paulo,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,3.654,3654,3 de setembro de 2023 18:30,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cv9d05ww3kmygv9m6m7vf96vo,2,1,0,0,0,0,0,0,4,1,0,1,0,0,2,2,5,1,1,0,0,0.6,1.0,0.0,4.0,1.0,2.4,-1.4,2.4,0.8,0.2,96,0.26666666666666666,0.8,1.0,1.0,3.0,0.6,1.8,-1.2,3.8,0.0,0.26666666666666666,135,0.0,1
1358,cvim3310abhy0i3p1iqxatt04,2023,2023-09-13 21:30:00,2023,9,quarta-feira,21,CR Flamengo,Club Athletico Paranaense,Estádio Kleber José de Andrade,Rafael Rodrigo Klein,20.670,20670,13 de setembro de 2023 21:30,0,3,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cvim3310abhy0i3p1iqxatt04,0,3,1,0,1,0,0,3,2,0,0,0,1,0,3,-3,5,1,1,1,0,1.6,2.0,2.0,1.0,1.2,1.4,-0.2,2.0,0.0,0.5333333333333333,136,0.6,1.4,1.0,4.0,0.0,1.4,1.0,0.4,3.4,0.4,0.4666666666666667,136,0.3333333333333333,1
1359,cx1vpwucrc4t3xyarh8qyb7ro,2023,2023-09-13 21:30:00,2023,9,quarta-feira,21,SC Internacional,São Paulo FC,Beira-Rio,Paulo Cesar Zanovelli da Silva,20.154,20154,13 de setembro de 2023 21:30,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cx1vpwucrc4t3xyarh8qyb7ro,2,5,0,0,0,0,0,1,4,0,0,0,1,0,3,1,9,0,0,1,0,0.6,0.0,3.0,2.0,0.6,1.2,-0.6,3.8,0.4,0.2,136,0.19999999999999998,0.6,0.0,3.0,2.0,0.4,1.0,-0.6,3.6,0.2,0.2,135,0.13333333333333333,1
1360,cwa5y0jhtzws3dx7udnsc99uc,2023,2023-09-14 19:00:00,2023,9,quinta-feira,19,Santos FC Sao Paulo,Cruzeiro EC,Vila Belmiro,Braulio da Silva Machado,12.244,12244,14 de setembro de 2023 19:00,0,3,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cwa5y0jhtzws3dx7udnsc99uc,0,3,0,0,0,0,0,3,2,0,0,0,0,0,3,-3,5,0,0,0,0,0.8,1.0,1.0,3.0,0.6,2.0,-1.4,3.4,0.2,0.26666666666666666,136,0.5333333333333333,0.6,0.0,3.0,2.0,0.2,1.0,-0.8,2.2,0.0,0.2,22,0.3333333333333333,1
1361,cxkadoa16acu8fggk6z5kr47o,2023,2023-09-14 19:00:00,2023,9,quinta-feira,19,Fortaleza EC,SC Corinthians Paulista,Castelão,Rodrigo José Pereira de Lima,32.690,32690,14 de setembro de 2023 19:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cxkadoa16acu8fggk6z5kr47o,2,1,0,0,0,0,0,1,2,0,0,0,0,0,3,1,3,0,0,0,0,1.8,3.0,0.0,2.0,1.6,0.6,1.0,3.2,0.0,0.6,136,0.6,1.4,1.0,4.0,0.0,1.4,1.0,0.4,2.4,0.2,0.4666666666666667,135,0.39999999999999997,1
1362,cxb46ecrdyjxbpy44dmrpctn8,2023,2023-09-14 20:00:00,2023,9,quinta-feira,20,Coritiba FBC,EC Bahia,Couto Pereira,Wagner do Nascimento Magalhaes,20.775,20775,14 de setembro de 2023 20:00,2,4,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cxb46ecrdyjxbpy44dmrpctn8,2,3,0,0,0,0,0,4,1,0,0,0,0,0,6,-2,4,0,0,0,0,0.0,0.0,0.0,5.0,1.0,2.8,-1.8,3.4,0.2,0.0,59,0.39999999999999997,1.4,2.0,1.0,2.0,1.6,1.2,0.4,2.4,0.2,0.4666666666666667,22,0.13333333333333333,1
1363,cwjjao13k7z1r9q2x4y2j4sus,2023,2023-09-14 21:30:00,2023,9,quinta-feira,21,Red Bull Bragantino,Grêmio FB Porto Alegrense,Nabizão,André Luiz Skettino Policarpo Bento,5.088,5088,14 de setembro de 2023 21:30,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cwjjao13k7z1r9q2x4y2j4sus,2,4,0,0,0,0,1,0,2,0,0,0,0,0,2,2,6,0,0,0,1,1.6,2.0,2.0,1.0,0.8,1.0,-0.2,4.4,0.0,0.5333333333333333,136,0.6,1.8,3.0,0.0,2.0,1.6,0.8,0.8,3.0,0.4,0.6,21,0.26666666666666666,1
1364,cxtjno5m8p85jncky95gxh5as,2023,2023-09-15 20:00:00,2023,9,sexta-feira,20,Cuiabá EC,América FC (Minas Gerais),Arena Pantanal,Bruno Arleu de Araújo,8.509,8509,15 de setembro de 2023 20:00,2,2,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cxtjno5m8p85jncky95gxh5as,2,2,0,0,0,1,0,2,4,1,0,1,0,0,4,0,6,1,1,1,0,0.6,1.0,0.0,4.0,0.6,1.6,-1.0,2.6,0.0,0.2,98,0.6666666666666666,1.2,2.0,0.0,3.0,1.2,1.6,-0.4,2.2,0.8,0.4,97,0.13333333333333333,1
1365,cw0wxwcmrwa29wmhnhw2khses,2023,2023-09-15 21:30:00,2023,9,sexta-feira,21,SE Palmeiras,Goiás EC,Allianz Parque,Sávio Pereira Sampaio,38.146,38146,15 de setembro de 2023 21:30,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cw0wxwcmrwa29wmhnhw2khses,1,3,0,0,0,0,0,0,2,0,1,1,0,0,1,1,5,1,1,0,0,2.0,3.0,1.0,1.0,1.0,0.4,0.6,3.0,0.2,0.6666666666666666,136,0.6666666666666666,1.8,2.0,3.0,0.0,0.8,0.4,0.4,1.6,0.4,0.6,60,0.4666666666666666,1
1366,cvrp6gjdza8ek3px9wbi41gk4,2023,2023-09-16 16:00:00,2023,9,sábado,16,CR Vasco da Gama,Fluminense FC,Estádio Nilton Santos,Raphael Claus,35.850,35850,16 de setembro de 2023 16:00,4,2,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cvrp6gjdza8ek3px9wbi41gk4,4,4,0,0,0,0,0,2,1,0,0,0,0,0,6,2,5,0,0,0,0,1.6,2.0,2.0,1.0,0.8,0.6,0.2,3.8,0.4,0.5333333333333333,21,0.6,2.0,3.0,1.0,1.0,1.8,1.2,0.6,3.8,0.2,0.6666666666666666,136,0.13333333333333333,1
1367,cwsr1w5te8b6uj6hgo6cxmexg,2023,2023-09-16 21:00:00,2023,9,sábado,21,Clube Atlético Mineiro,Botafogo FR,Arena MRV,Ramon Abatti,31.720,31720,16 de setembro de 2023 21:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cwsr1w5te8b6uj6hgo6cxmexg,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,2.0,3.0,1.0,1.0,1.2,0.4,0.8,3.6,0.0,0.6666666666666666,136,0.4666666666666666,1.6,2.0,2.0,1.0,1.4,0.6,0.8,2.4,0.2,0.5333333333333333,60,0.6,1
1368,d05ziipmu37kq6kx89qqvkpp0,2023,2023-09-18 20:00:00,2023,9,segunda-feira,20,EC Bahia,Santos FC Sao Paulo,Arena Fonte Nova,Ramon Abatti,41.006,41006,18 de setembro de 2023 20:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/d05ziipmu37kq6kx89qqvkpp0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,3,-1,3,0,0,0,0,1.4,2.0,1.0,2.0,1.8,1.4,0.4,1.8,0.2,0.4666666666666667,23,0.5333333333333333,0.6,1.0,0.0,4.0,0.4,2.4,-2.0,3.4,0.2,0.2,137,0.0,1
1369,cbk5nefmno9vm51u13eybagpg,2023,2023-09-18 21:00:00,2023,9,segunda-feira,21,SC Corinthians Paulista,Grêmio FB Porto Alegrense,Neo Química Arena,Wilton Pereira Sampaio,35.796,35796,18 de setembro de 2023 21:00,4,4,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2023/czjx4rda7swlzql5d1cq90r8/match/view/cbk5nefmno9vm51u13eybagpg,4,1,0,0,0,1,0,4,1,0,0,0,0,0,8,0,2,0,0,1,0,1.2,1.0,3.0,1.0,1.2,1.0,0.2,2.2,0.2,0.4,136,0.5333333333333333,1.8,3.0,0.0,2.0,1.6,1.0,0.6,3.2,0.4,0.6,22,0.26666666666666666,1
