id_partida,id_partida_fonte,temporada,data_partida,ano_calendario,mes,dia_semana,hora,home_team,away_team,stadium,ref,public,publico,game_date,home_team_score,away_team_score,resultado,resultado_codigo,link,gols_eventos_mandante,amarelos_mandante,vermelhos_diretos_mandante,segundos_amarelos_mandante,expulsoes_mandante,penaltis_convertidos_mandante,gols_contra_mandante,gols_eventos_visitante,amarelos_visitante,vermelhos_diretos_visitante,segundos_amarelos_visitante,expulsoes_visitante,penaltis_convertidos_visitante,gols_contra_visitante,total_gols,saldo_gols_mandante,total_amarelos,total_expulsoes,teve_expulsao,teve_penalti_convertido,teve_gol_contra,pontos_media_ultimos_5_mandante,vitorias_ultimos_5_mandante,empates_ultimos_5_mandante,derrotas_ultimos_5_mandante,gols_marcados_media_ultimos_5_mandante,gols_sofridos_media_ultimos_5_mandante,saldo_gols_media_ultimos_5_mandante,amarelos_media_ultimos_5_mandante,expulsoes_media_ultimos_5_mandante,aproveitamento_ultimos_5_mandante,jogos_anteriores_mandante,aproveitamento_mandante_em_casa,pontos_media_ultimos_5_visitante,vitorias_ultimos_5_visitante,empates_ultimos_5_visitante,derrotas_ultimos_5_visitante,gols_marcados_media_ultimos_5_visitante,gols_sofridos_media_ultimos_5_visitante,saldo_gols_media_ultimos_5_visitante,amarelos_media_ultimos_5_visitante,expulsoes_media_ultimos_5_visitante,aproveitamento_ultimos_5_visitante,jogos_anteriores_visitante,aproveitamento_visitante_fora,utilizavel_ml
1,3bsncmf0ph1ineln09ljzxgtm,2020,2020-08-08 19:00:00,2020,8,sábado,19,Fortaleza EC,Club Athletico Paranaense,Castelão,Braulio da Silva Machado,No data,,8 de agosto de 2020 19:00,0,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3bsncmf0ph1ineln09ljzxgtm,0,3,1,0,1,0,0,2,2,0,0,0,0,0,2,-2,5,1,1,0,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0
2,3bi42kd4unso8o8xcb3uf2s8a,2020,2020-08-08 19:30:00,2020,8,sábado,19,Coritiba FBC,SC Internacional,Couto Pereira,Bruno Arleu de Araújo,No data,,8 de agosto de 2020 19:30,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3bi42kd4unso8o8xcb3uf2s8a,0,3,0,0,0,0,0,1,4,0,0,0,0,0,1,-1,7,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0
3,3b8f88c11wk55mpx2awedql4a,2020,2020-08-08 21:00:00,2020,8,sábado,21,SC do Recife,Ceará SC,Ilha do Retiro,Edina Alves Batista,No data,,8 de agosto de 2020 21:00,3,2,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3b8f88c11wk55mpx2awedql4a,3,3,0,0,0,1,0,2,3,0,0,0,0,0,5,1,6,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0
4,39itqdrm9wuvukv6f8r3b2ve2,2020,2020-08-09 16:00:00,2020,8,domingo,16,CR Flamengo,Clube Atlético Mineiro,Estádio Jornalista Mário Filho (Maracanã),Raphael Claus,No data,,9 de agosto de 2020 16:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/39itqdrm9wuvukv6f8r3b2ve2,0,3,0,0,0,0,0,1,2,0,0,0,0,1,1,-1,5,0,0,0,1,,,,,,,,,,,0,,,,,,,,,,,,0,,0
5,3ae3e0q3biy38axql4mv4dsoa,2020,2020-08-09 16:00:00,2020,8,domingo,16,Santos FC Sao Paulo,Red Bull Bragantino,Vila Belmiro,Ricardo Marques Ribeiro,No data,,9 de agosto de 2020 16:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ae3e0q3biy38axql4mv4dsoa,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0
6,3axbyg76gagl9id8ntkxcwui2,2020,2020-08-09 19:00:00,2020,8,domingo,19,Grêmio FB Porto Alegrense,Fluminense FC,Arena do Grêmio,Wilton Pereira Sampaio,No data,,9 de agosto de 2020 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3axbyg76gagl9id8ntkxcwui2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,5,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,0,,0
7,3d2j39ovz4nk9wj3koj76qv6y,2020,2020-08-12 19:15:00,2020,8,quarta-feira,19,Red Bull Bragantino,Botafogo FR,Nabizão,André Luiz de Freitas Castro,No data,,12 de agosto de 2020 19:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3d2j39ovz4nk9wj3koj76qv6y,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,0,,0
8,3d8buc0qnb2i849mjlx66ey5m,2020,2020-08-12 19:15:00,2020,8,quarta-feira,19,Clube Atlético Mineiro,SC Corinthians Paulista,Mineirão,Wagner do Nascimento Magalhaes,No data,,12 de agosto de 2020 19:15,3,2,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3d8buc0qnb2i849mjlx66ey5m,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,1,1,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,0,,0
9,3dpf10h8f09xnu8x19ks0l9be,2020,2020-08-12 19:15:00,2020,8,quarta-feira,19,Club Athletico Paranaense,Goiás EC,Arena da Baixada,Diego Pombo Lopez,No data,,12 de agosto de 2020 19:15,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3dpf10h8f09xnu8x19ks0l9be,2,3,0,0,0,0,0,1,3,0,0,0,1,0,3,1,6,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,0,,0
10,3djknx1strnyxaxr2hh6godii,2020,2020-08-12 20:30:00,2020,8,quarta-feira,20,EC Bahia,Coritiba FBC,Pituaçu,Flavio Rodrigues De Souza,No data,,12 de agosto de 2020 20:30,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3djknx1strnyxaxr2hh6godii,1,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,5,0,0,1,0,,,,,,,,,,,0,,,,,,,,,,,,1,,0
11,3dzdx0b3fvyg0lqnvhxmjh5re,2020,2020-08-12 20:30:00,2020,8,quarta-feira,20,Atlético Goianiense,CR Flamengo,Estádio Olímpico Pedro Ludovico Teixeira,Luiz Flávio de Oliveira,No data,,12 de agosto de 2020 20:30,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3dzdx0b3fvyg0lqnvhxmjh5re,3,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,2,1,1,0,0,,,,,,,,,,,0,,,,,,,,,,,,1,,0
12,3ccvkh3vydouatzjly9wpzip6,2020,2020-08-12 21:30:00,2020,8,quarta-feira,21,Fluminense FC,SE Palmeiras,Estádio Jornalista Mário Filho (Maracanã),Rafael Traci,No data,,12 de agosto de 2020 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ccvkh3vydouatzjly9wpzip6,1,3,0,0,0,0,0,1,3,0,0,0,0,0,2,0,6,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,0,,0
13,3du4marq9bpspmgxxuuq9goru,2020,2020-08-12 21:30:00,2020,8,quarta-feira,21,Ceará SC,Grêmio FB Porto Alegrense,Castelão,Caio Max Augusto Vieira,No data,,12 de agosto de 2020 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3du4marq9bpspmgxxuuq9goru,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,1,,0
14,3cube1nxxsvxl41ial0ac0ine,2020,2020-08-13 19:15:00,2020,8,quinta-feira,19,São Paulo FC,Fortaleza EC,Morumbi,Leandro Pedro Vuaden,No data,,13 de agosto de 2020 19:15,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3cube1nxxsvxl41ial0ac0ine,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,,,,,,,,,,,0,,,,,,,,,,,,1,,0
15,3ddkuj1hgpjpod4wxpmyzmove,2020,2020-08-13 19:30:00,2020,8,quinta-feira,19,SC Internacional,Santos FC Sao Paulo,Beira-Rio,Marcelo de Lima Henrique,No data,,13 de agosto de 2020 19:30,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ddkuj1hgpjpod4wxpmyzmove,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,2,5,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,1,,0
16,3ckvgs2dzxzp5ibefxk3wiane,2020,2020-08-13 20:00:00,2020,8,quinta-feira,20,CR Vasco da Gama,SC do Recife,São Januário,Rodolpho Toski Marques,No data,,13 de agosto de 2020 20:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ckvgs2dzxzp5ibefxk3wiane,2,2,0,0,0,0,0,0,3,1,0,1,0,0,2,2,5,1,1,0,0,,,,,,,,,,,0,,,,,,,,,,,,1,,0
17,3evz5i5qn16rnxh2lfbh1syga,2020,2020-08-15 19:00:00,2020,8,sábado,19,Grêmio FB Porto Alegrense,SC Corinthians Paulista,Arena do Grêmio,Bruno Arleu de Araújo,No data,,15 de agosto de 2020 19:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3evz5i5qn16rnxh2lfbh1syga,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,1,,0
18,3f7xozr1vdzjd9rodtwsk6r1m,2020,2020-08-15 19:30:00,2020,8,sábado,19,Coritiba FBC,CR Flamengo,Couto Pereira,Rodrigo D'Alonso Ferreira,No data,,15 de agosto de 2020 19:30,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3f7xozr1vdzjd9rodtwsk6r1m,0,5,0,1,1,0,0,1,3,0,0,0,0,0,1,-1,8,1,1,0,0,,,,,,,,,,,2,,,,,,,,,,,,2,,0
19,3eeybehcvl45ewu937n8q9pbe,2020,2020-08-15 21:30:00,2020,8,sábado,21,SE Palmeiras,Goiás EC,Allianz Parque,Paulo Roberto Alves Júnior,No data,,15 de agosto de 2020 21:30,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3eeybehcvl45ewu937n8q9pbe,1,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,1,,0
20,3eqj1k1c73of82c9z7h8g27hm,2020,2020-08-16 11:00:00,2020,8,domingo,11,Clube Atlético Mineiro,Ceará SC,Mineirão,Sávio Pereira Sampaio,No data,,16 de agosto de 2020 11:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3eqj1k1c73of82c9z7h8g27hm,2,2,0,0,0,1,0,0,4,0,0,0,0,0,2,2,6,0,0,1,0,,,,,,,,,,,2,,,,,,,,,,,,2,,0
21,3e9i2nbfa4jyd9kd0p2dm9vmy,2020,2020-08-16 16:00:00,2020,8,domingo,16,CR Vasco da Gama,São Paulo FC,São Januário,Wilton Pereira Sampaio,No data,,16 de agosto de 2020 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3e9i2nbfa4jyd9kd0p2dm9vmy,2,2,0,0,0,0,0,1,5,0,0,0,1,0,3,1,7,0,0,1,0,,,,,,,,,,,1,,,,,,,,,,,,1,,0
22,3f0qng4dru1k6nxp49wmmr8mi,2020,2020-08-16 16:00:00,2020,8,domingo,16,EC Bahia,Red Bull Bragantino,Pituaçu,Felipe Fernandes de Lima,No data,,16 de agosto de 2020 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3f0qng4dru1k6nxp49wmmr8mi,2,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,2,0,0,0,0,,,,,,,,,,,1,,,,,,,,,,,,2,,0
23,3e4l5g44jppwvp5mp04azqjxm,2020,2020-08-16 18:00:00,2020,8,domingo,18,Fluminense FC,SC Internacional,Estádio Jornalista Mário Filho (Maracanã),Raphael Claus,No data,,16 de agosto de 2020 18:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3e4l5g44jppwvp5mp04azqjxm,2,2,0,0,0,2,0,1,2,0,0,0,0,0,3,1,4,0,0,1,0,,,,,,,,,,,2,,,,,,,,,,,,2,,0
24,3fnrd4bsq25a316kelcl7f1wq,2020,2020-08-16 19:00:00,2020,8,domingo,19,Atlético Goianiense,SC do Recife,Estádio Olímpico Pedro Ludovico Teixeira,Grazianni Maciel Rocha,No data,,16 de agosto de 2020 19:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3fnrd4bsq25a316kelcl7f1wq,1,1,0,1,1,0,0,1,2,0,0,0,0,0,2,0,3,1,1,0,0,,,,,,,,,,,1,,,,,,,,,,,,2,,0
25,3fe5ywof2nes85jek30a4ryay,2020,2020-08-16 19:30:00,2020,8,domingo,19,Fortaleza EC,Botafogo FR,Castelão,Marielson Alves Silva,No data,,16 de agosto de 2020 19:30,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3fe5ywof2nes85jek30a4ryay,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,1,,0
26,3ekx4s240f9mzk3adocz7s38q,2020,2020-08-16 19:45:00,2020,8,domingo,19,Santos FC Sao Paulo,Club Athletico Paranaense,Vila Belmiro,Anderson Daronco,No data,,16 de agosto de 2020 19:45,3,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ekx4s240f9mzk3adocz7s38q,3,1,0,0,0,0,0,1,1,0,0,0,0,0,4,2,2,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,2,,0
27,3fua15cbqwyq93z9op84270x6,2020,2020-08-19 19:15:00,2020,8,quarta-feira,19,CR Flamengo,Grêmio FB Porto Alegrense,Estádio Jornalista Mário Filho (Maracanã),Rafael Traci,No data,,19 de agosto de 2020 19:15,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3fua15cbqwyq93z9op84270x6,1,3,0,0,0,1,0,1,3,0,0,0,0,0,2,0,6,0,0,1,0,,,,,,,,,,,3,,,,,,,,,,,,3,,0
28,3g9qke13bocubf4hf05kzwx2i,2020,2020-08-19 19:15:00,2020,8,quarta-feira,19,Red Bull Bragantino,Fluminense FC,Nabizão,Jean Pierre Goncalves Lima,No data,,19 de agosto de 2020 19:15,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3g9qke13bocubf4hf05kzwx2i,2,5,0,0,0,0,0,1,5,0,0,0,0,0,3,1,10,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,3,,0
29,3gwmp87y83so0tiow91g52may,2020,2020-08-19 19:30:00,2020,8,quarta-feira,19,Club Athletico Paranaense,SE Palmeiras,Arena da Baixada,Caio Max Augusto Vieira,No data,,19 de agosto de 2020 19:30,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3gwmp87y83so0tiow91g52may,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,5,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,2,,0
30,3gmedkemk3hlfux8zzuzl4nsa,2020,2020-08-19 20:30:00,2020,8,quarta-feira,20,SC Internacional,Atlético Goianiense,Beira-Rio,Wagner Reway,No data,,19 de agosto de 2020 20:30,3,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3gmedkemk3hlfux8zzuzl4nsa,3,3,1,0,1,1,0,0,3,0,0,0,0,0,3,3,6,1,1,1,0,,,,,,,,,,,3,,,,,,,,,,,,2,,0
31,3h6o99hjw6uu7776735cc4lm2,2020,2020-08-19 20:30:00,2020,8,quarta-feira,20,Goiás EC,Fortaleza EC,Estádio Hailé Pinheiro (Serrinha),Dyorgines José Padovani Andrade,No data,,19 de agosto de 2020 20:30,1,3,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3h6o99hjw6uu7776735cc4lm2,1,4,0,0,0,0,0,3,2,0,0,0,0,0,4,-2,6,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,3,,0
32,3fz1peywvb8ttwvx5n77nd94a,2020,2020-08-19 21:30:00,2020,8,quarta-feira,21,Botafogo FR,Clube Atlético Mineiro,Estádio Nilton Santos,Flavio Rodrigues De Souza,No data,,19 de agosto de 2020 21:30,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3fz1peywvb8ttwvx5n77nd94a,2,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,3,,0
33,3ggof362icyz5hqst83ohhawa,2020,2020-08-19 21:30:00,2020,8,quarta-feira,21,SC Corinthians Paulista,Coritiba FBC,Neo Química Arena,Braulio da Silva Machado,No data,,19 de agosto de 2020 21:30,3,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ggof362icyz5hqst83ohhawa,3,2,0,0,0,0,0,1,1,1,0,1,0,0,4,2,3,1,1,0,0,,,,,,,,,,,2,,,,,,,,,,,,3,,0
34,3grwm2enutn0inwn4vmrjmr8q,2020,2020-08-20 19:15:00,2020,8,quinta-feira,19,SC do Recife,Santos FC Sao Paulo,Ilha do Retiro,José Mendonça da Silva Jr.,No data,,20 de agosto de 2020 19:15,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3grwm2enutn0inwn4vmrjmr8q,0,5,0,0,0,0,0,1,2,0,0,0,0,0,1,-1,7,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,3,,0
35,3g48xsut8hkx1dfuimstl4yui,2020,2020-08-20 20:00:00,2020,8,quinta-feira,20,São Paulo FC,EC Bahia,Morumbi,Rodrigo Carvalhaes de Miranda,No data,,20 de agosto de 2020 20:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3g48xsut8hkx1dfuimstl4yui,1,2,0,0,0,0,0,1,2,0,0,0,0,0,2,0,4,0,0,0,0,,,,,,,,,,,2,,,,,,,,,,,,2,,0
36,3h163p3rb97a8bn0alkemmulm,2020,2020-08-20 20:00:00,2020,8,quinta-feira,20,Ceará SC,CR Vasco da Gama,Castelão,Thiago Duarte Peixoto,No data,,20 de agosto de 2020 20:00,0,3,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3h163p3rb97a8bn0alkemmulm,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,-3,6,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,2,,0
37,3imrtfamzhbu2414fx8oajvxm,2020,2020-08-22 16:00:00,2020,8,sábado,16,Club Athletico Paranaense,Fluminense FC,Arena da Baixada,Daniel Nobre Bins,No data,,22 de agosto de 2020 16:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3imrtfamzhbu2414fx8oajvxm,0,4,0,0,0,0,0,1,3,0,0,0,0,1,1,-1,7,0,0,0,1,,,,,,,,,,,4,,,,,,,,,,,,4,,0
38,3ibmmoe7peghshchzr89et5d6,2020,2020-08-22 19:00:00,2020,8,sábado,19,SC Internacional,Clube Atlético Mineiro,Beira-Rio,Luiz Flávio de Oliveira,No data,,22 de agosto de 2020 19:00,1,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ibmmoe7peghshchzr89et5d6,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3,0,0,0,0,,,,,,,,,,,4,,,,,,,,,,,,4,,0
39,3iybh72jeapt8ivrnjxrazcyy,2020,2020-08-22 21:00:00,2020,8,sábado,21,Goiás EC,Atlético Goianiense,Estádio Hailé Pinheiro (Serrinha),Wilton Pereira Sampaio,No data,,22 de agosto de 2020 21:00,2,0,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3iybh72jeapt8ivrnjxrazcyy,2,5,0,0,0,0,0,0,2,0,0,0,0,0,2,2,7,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,3,,0
40,3hclvg10fu6h0p4a71x7bywyy,2020,2020-08-23 11:00:00,2020,8,domingo,11,CR Flamengo,Botafogo FR,Estádio Jornalista Mário Filho (Maracanã),Leandro Pedro Vuaden,No data,,23 de agosto de 2020 11:00,1,1,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3hclvg10fu6h0p4a71x7bywyy,1,3,0,0,0,1,0,1,3,0,0,0,0,0,2,0,6,0,0,1,0,,,,,,,,,,,4,,,,,,,,,,,,3,,0
41,3hjnioccom0wi0wjfjwomhppm,2020,2020-08-23 16:00:00,2020,8,domingo,16,CR Vasco da Gama,Grêmio FB Porto Alegrense,São Januário,Sávio Pereira Sampaio,No data,,23 de agosto de 2020 16:00,0,0,draw,1,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3hjnioccom0wi0wjfjwomhppm,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,3,,,,,,,,,,,,4,,0
42,3hr1b5rpol9k2kzehnfuihca2,2020,2020-08-23 16:00:00,2020,8,domingo,16,SE Palmeiras,Santos FC Sao Paulo,Morumbi,Vinicius Gonçalves Dias Araujo,No data,,23 de agosto de 2020 16:00,2,1,home_win,0,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3hr1b5rpol9k2kzehnfuihca2,2,5,0,0,0,1,0,1,3,0,1,1,0,1,3,1,8,1,1,1,1,,,,,,,,,,,3,,,,,,,,,,,,4,,0
43,3hwq2xoiux05jro6u8nlazo16,2020,2020-08-23 16:00:00,2020,8,domingo,16,Red Bull Bragantino,Coritiba FBC,Nabizão,Gilberto Rodrigues Castro Junior,No data,,23 de agosto de 2020 16:00,1,2,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3hwq2xoiux05jro6u8nlazo16,1,2,1,0,1,0,0,2,0,0,0,0,1,0,3,-1,2,1,1,1,0,,,,,,,,,,,4,,,,,,,,,,,,4,,0
44,3ih6wzhfzw1syc1mlmtnet3sa,2020,2020-08-23 19:00:00,2020,8,domingo,19,SC do Recife,São Paulo FC,Ilha do Retiro,Rodrigo D'Alonso Ferreira,No data,,23 de agosto de 2020 19:00,0,1,away_win,2,https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2020/1ruuku31y4hamxz48qnbvwfoq/match/view/3ih6wzhfzw1syc1mlmtnet3sa,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,-1,5,0,0,0,0,,,,,,,,,,,4,,,,,,,,,,,,3,,0
